benchmark,benchmark_version,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_tdp,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,os,ram,ram_clock_freq,score
Time Spy,1.2,5303,10,14 nm,Intel,16562,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1924,1250,55,2025,1,Approved ,27.21.14.5638,1250,18475,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18160
Time Spy,1.2,5404,10,14 nm,Intel,16803,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1857,1344,48,1995,1,Approved ,27.21.14.5638,1344,18422,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4696,18159
Time Spy,1.0,5103,10,14 nm,Intel,15159,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1910,1307,51,1995,1,Approved ,27.21.14.5638,1307,18815,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3600,18158
Time Spy,1.2,5303,10,14 nm,Intel,16509,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1909,1278,55,2025,1,Approved ,27.21.14.5638,1288,18484,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4532,18158
Time Spy,1.2,4208,16,7 nm,AMD,15793,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1896,1282,52,2130,1,Approved ,27.21.14.5638,1282,18650,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18157
Time Spy,1.2,4301,16,7 nm,AMD,15340,AMD Ryzen 9 3950X,AM4,105,September 23 2020,NVIDIA GeForce RTX 3080,1933,1303,53,2040,1,Approved ,27.21.14.5638,1313,18763,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,18155
Time Spy,1.2,4509,16,7 nm,AMD,16288,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1931,1188,48,2055,1,Approved ,27.21.14.5638,1188,18528,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18153
Time Spy,1.2,5303,10,14 nm,Intel,16570,Intel Core i9-10900K Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1922,1275,54,2025,1,Approved ,27.21.14.5638,1294,18465,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18153
Time Spy,1.2,4301,16,7 nm,AMD,15393,AMD Ryzen 9 3950X,AM4,105,September 28 2020,NVIDIA GeForce RTX 3080,1935,1283,52,2115,1,Approved ,27.21.14.5655,1313,18737,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,18145
Time Spy,1.2,5002,10,14 nm,Intel,13972,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1980,1288,52,2100,1,Approved ,27.21.14.5638,1288,19150,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3598,18141
Time Spy,1.0,5002,8,14 nm,Intel,12911,Intel Core i9-9900KS Processor,FCLGA1151,127,September 18 2020,NVIDIA GeForce RTX 3080,1982,1293,45,2055,1,Approved ,27.21.14.5638,1313,19534,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4400,18138
Time Spy,1.2,4512,16,7 nm,AMD,16163,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1927,1213,50,2040,1,Approved ,27.21.14.5638,1213,18536,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18136
Time Spy,1.2,5301,10,14 nm,Intel,14477,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,2007,1263,54,2100,1,Approved ,27.21.14.5638,1263,18976,NVidia Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3600,18130
Time Spy,1.2,5408,10,14 nm,Intel,13259,Intel Core i9-10900K Processor,FCLGA1200,125,September 19 2020,NVIDIA GeForce RTX 3080,1940,1350,41,2100,1,Approved ,27.21.14.5638,1350,19381,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,2668,18125
Time Spy,1.2,5303,10,14 nm,Intel,16524,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1914,1269,57,2055,1,Approved ,27.21.14.5655,1288,18441,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18125
Time Spy,1.0,5100,10,14 nm,Intel,14913,Intel Core i9-10900K Processor,FCLGA1200,125,September 17 2020,NVIDIA GeForce RTX 3080,2022,1250,49,2055,1,Approved ,27.21.14.5638,1250,18841,Colorful,10240,64-bit Windows 10 (10.0.18363),65536,3998,18124
Time Spy,1.2,4541,16,7 nm,AMD,15146,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1934,1287,59,2070,1,Approved ,27.21.14.5638,1288,18772,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3724,18121
Time Spy,1.0,5203,10,14 nm,Intel,15567,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1912,1213,56,2055,1,Approved ,27.21.14.5638,1213,18660,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,3600,18119
Time Spy,1.2,4902,10,14 nm,Intel,13861,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,2040,1220,47,2205,1,Approved ,27.21.14.5638,1220,19157,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),32768,3200,18118
Time Spy,1.2,4301,16,7 nm,AMD,15252,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1933,1262,52,2070,1,Approved ,27.21.14.5638,1281,18739,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,18117
Time Spy,1.2,4208,16,7 nm,AMD,15676,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1900,1282,55,2115,1,Approved ,27.21.14.5638,1282,18619,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18109
Time Spy,1.2,5303,10,14 nm,Intel,16411,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1947,1288,57,2055,1,Approved ,27.21.14.5655,1288,18447,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18109
Time Spy,1.2,5403,10,14 nm,Intel,16744,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1852,1338,56,2025,1,Approved ,27.21.14.5638,1338,18362,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4696,18099
Time Spy,1.2,4208,16,7 nm,AMD,15814,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1896,1250,52,2130,1,Approved ,27.21.14.5638,1250,18571,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18097
Time Spy,1.2,5404,10,14 nm,Intel,16686,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1857,1338,56,2025,1,Approved ,27.21.14.5638,1338,18370,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18096
Time Spy,1.2,5303,10,14 nm,Intel,16528,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1925,1276,57,2055,1,Approved ,27.21.14.5655,1288,18403,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18095
Time Spy,1.2,4301,16,7 nm,AMD,15367,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1949,1272,60,2070,1,Approved ,27.21.14.5638,1281,18678,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,18093
Time Spy,1.2,5002,10,14 nm,Intel,14960,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1917,1333,56,2085,1,Approved ,27.21.14.5638,1375,18786,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,4098,18091
Time Spy,1.2,5304,8,14 nm,Intel,12754,Intel Core i9-9900K Processor,FCLGA1151,95,September 28 2020,NVIDIA GeForce RTX 3080,1971,1338,53,2055,1,Approved ,27.21.14.5638,1338,19530,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3600,18088
Time Spy,1.2,5303,10,14 nm,Intel,16543,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1904,1273,54,2010,1,Approved ,27.21.14.5638,1294,18390,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4534,18087
Time Spy,1.2,4902,10,14 nm,Intel,14941,Intel Core i9-10900KF Processor,FCLGA1200,125,September 23 2020,NVIDIA GeForce RTX 3080,1961,1188,45,2055,1,Approved ,27.21.14.5638,1188,18784,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4000,18086
Time Spy,1.2,4509,16,7 nm,AMD,16314,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1925,1188,48,2055,1,Approved ,27.21.14.5638,1188,18439,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18085
Time Spy,1.2,4509,16,7 nm,AMD,16236,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1874,1282,47,2070,1,Approved ,27.21.14.5638,1282,18457,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18085
Time Spy,1.2,5303,10,14 nm,Intel,16574,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1901,1275,57,2025,1,Approved ,27.21.14.5655,1275,18368,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18074
Time Spy,1.2,4208,16,7 nm,AMD,15751,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1930,1188,53,2130,1,Approved ,27.21.14.5638,1188,18549,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18067
Time Spy,1.2,5303,10,14 nm,Intel,16501,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1937,1288,57,2040,1,Approved ,27.21.14.5655,1288,18375,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18067
Time Spy,1.2,5303,10,14 nm,Intel,16570,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1912,1284,57,2025,1,Approved ,27.21.14.5638,1294,18358,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18065
Time Spy,1.2,5303,10,14 nm,Intel,16464,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1964,1284,57,2100,1,Approved ,27.21.14.5655,1294,18381,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18065
Time Spy,1.2,5308,10,14 nm,Intel,15010,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1948,1275,54,2070,1,Approved ,27.21.14.5638,1275,18738,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4402,18064
Time Spy,1.2,5403,10,14 nm,Intel,16803,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1868,1350,49,1995,1,Approved ,27.21.14.5638,1350,18306,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18063
Time Spy,1.2,5308,10,14 nm,Intel,14988,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1945,1263,55,2085,1,Approved ,27.21.14.5638,1263,18741,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4404,18062
Time Spy,1.2,4509,16,7 nm,AMD,16593,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1903,1188,52,2100,1,Approved ,27.21.14.5638,1188,18349,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18062
Time Spy,1.2,5404,10,14 nm,Intel,16732,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1853,1338,56,2055,1,Approved ,27.21.14.5638,1338,18310,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,18054
Time Spy,1.0,5303,10,14 nm,Intel,15845,Intel Core i9-10900K Processor,FCLGA1200,125,September 19 2020,NVIDIA GeForce RTX 3080,1914,1338,53,2100,1,Approved ,27.21.14.5638,1344,18509,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,4000,18053
Time Spy,1.2,4624,16,7 nm,AMD,14981,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,2029,1179,52,2190,1,Approved ,27.21.14.5655,1188,18724,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32718,3732,18047
Time Spy,1.2,4509,16,7 nm,AMD,16340,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1921,1213,47,2085,1,Approved ,27.21.14.5655,1213,18382,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18043
Time Spy,1.0,5103,10,14 nm,Intel,15162,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1926,1250,52,1995,1,Approved ,27.21.14.5638,1250,18663,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3600,18038
Time Spy,1.2,4674,16,7 nm,AMD,15540,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1933,1293,69,2085,1,Approved ,27.21.14.5638,1293,18554,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,18029
Time Spy,1.2,5303,10,14 nm,Intel,16501,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1929,1185,55,2025,1,Approved ,27.21.14.5638,1188,18328,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,18028
Time Spy,1.2,5001,10,14 nm,Intel,15073,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1918,1255,61,2010,1,Approved ,27.21.14.5638,1275,18673,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,4096,18027
Time Spy,1.2,4201,16,7 nm,AMD,13999,AMD Ryzen 9 3950X,AM4,105,September 27 2020,NVIDIA GeForce RTX 3080,1978,1275,50,2085,1,Approved ,27.21.14.5638,1275,18989,NVidia Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3598,18025
Time Spy,1.2,5308,10,14 nm,Intel,15140,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1933,1263,56,2040,1,Approved ,27.21.14.5638,1263,18643,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4402,18017
Time Spy,1.2,5303,10,14 nm,Intel,16536,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1914,1250,57,2025,1,Approved ,27.21.14.5655,1250,18304,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4534,18015
Time Spy,1.2,5408,10,14 nm,Intel,12164,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,2066,1281,54,2085,1,Approved ,27.21.14.5638,1281,19680,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.18363),32768,4404,18010
Time Spy,1.2,5303,10,14 nm,Intel,16475,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1890,1278,63,2010,1,Approved ,27.21.14.5638,1288,18308,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4532,18007
Time Spy,1.2,4509,16,7 nm,AMD,16403,AMD Ryzen 9 3950X,AM4,105,September 26 2020,NVIDIA GeForce RTX 3080,1867,1282,48,2040,1,Approved ,27.21.14.5638,1282,18320,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,18004
Time Spy,1.2,5303,10,14 nm,Intel,16532,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1908,1265,57,2025,1,Approved ,27.21.14.5655,1275,18285,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,17998
Time Spy,1.2,5103,10,14 nm,Intel,14046,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1967,1188,67,2100,1,Approved ,27.21.14.5638,1188,18937,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4000,17996
Time Spy,1.2,4208,16,7 nm,AMD,15789,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1914,1188,53,2100,1,Approved ,27.21.14.5638,1188,18451,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17995
Time Spy,1.2,5408,10,14 nm,Intel,11900,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,2065,1312,55,2100,1,Approved ,27.21.14.5638,1313,19780,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.18363),32768,4402,17992
Time Spy,1.2,4509,16,7 nm,AMD,16403,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1911,1188,48,2070,1,Approved ,27.21.14.5655,1188,18305,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17992
Time Spy,1.2,5103,10,14 nm,Intel,14051,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1975,1188,68,2100,1,Approved ,27.21.14.5638,1188,18926,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,3998,17989
Time Spy,1.2,4301,16,7 nm,AMD,15281,AMD Ryzen 9 3950X,AM4,105,September 28 2020,NVIDIA GeForce RTX 3080,1952,1272,53,2085,1,Approved ,27.21.14.5655,1281,18570,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,17989
Time Spy,1.2,5002,10,14 nm,Intel,14404,Intel Core i9-10850K Processor,FCLGA1200,95,September 29 2020,NVIDIA GeForce RTX 3080,1963,1235,62,2085,1,Approved ,27.21.14.5655,1244,18808,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),32768,4000,17983
Time Spy,1.2,5403,8,14 nm,Intel,13210,Intel Core i9-9900K Processor,FCLGA1151,95,September 21 2020,NVIDIA GeForce RTX 3080,1958,1313,41,2085,1,Approved ,27.21.14.5638,1313,19199,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4300,17976
Time Spy,1.2,5103,10,14 nm,Intel,14140,Intel Core i9-10900K Processor,FCLGA1200,125,September 23 2020,NVIDIA GeForce RTX 3080,1940,1232,59,2100,1,Approved ,27.21.14.5638,1251,18879,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4200,17975
Time Spy,1.2,4208,16,7 nm,AMD,15831,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1912,1282,53,2115,1,Approved ,27.21.14.5638,1282,18411,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17971
Time Spy,1.2,5004,10,14 nm,Intel,15486,Intel Core i9-10900K Processor,FCLGA1200,125,September 19 2020,NVIDIA GeForce RTX 3080,1930,1179,65,2025,1,Approved ,27.21.14.5638,1188,18473,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),16384,4600,17953
Time Spy,1.2,4624,16,7 nm,AMD,15035,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,2003,1179,51,2160,1,Approved ,27.21.14.5655,1188,18589,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32718,3732,17952
Time Spy,1.2,5204,8,14 nm,Intel,12427,Intel Core i9-9900K Processor,FCLGA1151,95,September 28 2020,NVIDIA GeForce RTX 3080,1961,1338,53,2025,1,Approved ,27.21.14.5638,1338,19478,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3598,17950
Time Spy,1.0,5104,10,14 nm,Intel,15133,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1906,1294,52,1980,1,Approved ,27.21.14.5638,1294,18553,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3600,17944
Time Spy,1.2,5203,8,14 nm,Intel,12839,Intel Core i9-9900K Processor,FCLGA1151,95,September 19 2020,NVIDIA GeForce RTX 3080,1976,1268,48,2175,1,Approved ,27.21.14.5638,1287,19294,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,17940
Time Spy,1.2,5304,8,14 nm,Intel,12393,Intel Core i9-9900K Processor,FCLGA1151,95,September 28 2020,NVIDIA GeForce RTX 3080,1970,1338,54,2055,1,Approved ,27.21.14.5638,1338,19478,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3598,17939
Time Spy,1.2,5303,10,14 nm,Intel,16589,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1872,1288,63,1980,1,Approved ,27.21.14.5638,1288,18199,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4530,17937
Time Spy,1.0,5001,10,14 nm,Intel,14879,Intel Core i9-10900K Processor,FCLGA1200,125,September 17 2020,NVIDIA GeForce RTX 3080,1977,1179,57,2040,1,Approved ,27.21.14.5638,1188,18609,Colorful,10240,64-bit Windows 10 (10.0.18363),65536,4000,17934
Time Spy,1.2,5303,10,14 nm,Intel,16551,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1931,1294,57,2025,1,Approved ,27.21.14.5655,1294,18203,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,17934
Time Spy,1.2,5303,10,14 nm,Intel,16494,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1910,1284,57,2040,1,Approved ,27.21.14.5655,1294,18204,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,17925
Time Spy,1.2,4208,16,7 nm,AMD,15621,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1904,1282,46,2085,1,Approved ,27.21.14.5655,1282,18403,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17924
Time Spy,1.2,5409,10,14 nm,Intel,12041,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,2040,1281,54,2070,1,Approved ,27.21.14.5638,1281,19614,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.18363),32768,4404,17923
Time Spy,1.2,5308,10,14 nm,Intel,15092,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1914,1263,54,2010,1,Approved ,27.21.14.5638,1263,18533,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4404,17920
Time Spy,1.2,5104,8,14 nm,Intel,12321,Intel Core i9-9900K Processor,FCLGA1151,95,September 28 2020,NVIDIA GeForce RTX 3080,1970,1338,53,2025,1,Approved ,27.21.14.5638,1338,19482,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3598,17919
Time Spy,1.2,5403,10,14 nm,Intel,16690,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1862,1350,55,1995,1,Approved ,27.21.14.5638,1350,18154,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,17918
Time Spy,1.0,5103,10,14 nm,Intel,15092,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1920,1310,52,1995,1,Approved ,27.21.14.5638,1310,18526,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3600,17914
Time Spy,1.2,4466,16,7 nm,AMD,14720,AMD Ryzen 9 3950X,AM4,105,September 24 2020,NVIDIA GeForce RTX 3080,1941,1228,63,2070,1,Approved ,27.21.14.5638,1238,18626,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3592,17913
Time Spy,1.2,5002,10,14 nm,Intel,15580,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1925,1188,67,2040,1,Approved ,27.21.14.5638,1188,18397,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),16384,4600,17911
Time Spy,1.2,5103,8,14 nm,Intel,12264,Intel Core i9-9900K Processor,FCLGA1151,95,September 28 2020,NVIDIA GeForce RTX 3080,1966,1340,53,2040,1,Approved ,27.21.14.5638,1340,19496,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3600,17911
Time Spy,1.2,5203,8,14 nm,Intel,12846,Intel Core i9-9900K Processor,FCLGA1151,95,September 19 2020,NVIDIA GeForce RTX 3080,2011,1274,47,2175,1,Approved ,27.21.14.5638,1293,19250,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,17910
Time Spy,1.2,5204,8,14 nm,Intel,12297,Intel Core i9-9900K Processor,FCLGA1151,95,September 28 2020,NVIDIA GeForce RTX 3080,1966,1338,54,2055,1,Approved ,27.21.14.5638,1338,19475,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3600,17907
Time Spy,1.2,5204,8,14 nm,Intel,12809,Intel Core i9-9900K Processor,FCLGA1151,95,September 19 2020,NVIDIA GeForce RTX 3080,2011,1289,47,2175,1,Approved ,27.21.14.5638,1294,19258,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,3998,17905
