benchmark,benchmark_version,cmbnd,cmbnd_t,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_t,cpu_test,cpu_tdp,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,gt1,gt2,os,ram,ram_clock_freq,score,storage,user
Fire Strike,1.1,12289,57.16,4349,8,7,AMD,25676,Ryzen 7 3800X,AM4,81.51,81.51,105,September 29 2020,NVIDIA GeForce RTX 3080,2007,1250,61,2085,1,Approved ,27.21.14.5655,1250,43218,"Micro-Star International Co ., Ltd.",10240,215.44,166.61,64-bit Windows 10 (10.0.19042),32768,3532,31914,500 GB WDC WDS500G2B0A,d174969
Fire Strike,1.1,11587,53.89,5002,8,14,Intel,26818,Core i9-9900KF Processor,FCLGA1151,85.14,85.14,95,September 30 2020,NVIDIA GeForce RTX 3080,1944,1250,71,2040,1,Approved ,27.21.14.5655,1250,43833,ZOTAC,10240,218.48,169.0,64-bit Windows 10 (10.0.19041),16384,4000,31914,500 GB Samsung SSD 970 EVO Plus 500GB,@ SPIKE @
Fire Strike,1.1,11410,53.07,4904,8,14,Intel,25349,Core i9-9900K Processor,FCLGA1151,80.47,80.47,95,September 26 2020,NVIDIA GeForce RTX 3080,1977,1175,54,1995,1,Approved ,27.21.14.5638,1188,45036,"Micro-Star International Co ., Ltd.",10240,226.94,172.19,64-bit Windows 10 (10.0.19041),16384,4264,31913,256 GB SAMSUNG MZVLW256HEHP-000,도스뇌광충
Fire Strike,1.1,10104,47.0,5002,10,14,Intel,30467,Core i9-10900KF Processor,FCLGA1200,96.72,96.72,125,September 27 2020,NVIDIA GeForce RTX 3080,1962,1363,46,2010,1,Approved ,27.21.14.5638,1363,45416,"Micro-Star International Co ., Ltd.",10240,226.58,174.98,64-bit Windows 10 (10.0.19041),16384,4400,31913,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,11483,53.41,4902,8,14,Intel,25452,Core i9-9900K Processor,FCLGA1151,80.8,80.8,95,September 22 2020,NVIDIA GeForce RTX 3080,1966,1188,61,1995,1,Approved ,27.21.14.5638,1188,44821,"Micro-Star International Co ., Ltd.",10240,226.51,171.0,64-bit Windows 10 (10.0.19041),16384,4262,31912,256 GB SAMSUNG MZVLW256HEHP-000,도스뇌광충
Fire Strike,1.1,11285,52.49,5002,8,14,Intel,26830,Core i7-10700K Processor,FCLGA1200,85.18,85.18,125,September 24 2020,NVIDIA GeForce RTX 3080,1993,1188,52,2010,1,Approved ,27.21.14.5638,1188,44415,"Micro-Star International Co ., Ltd.",10240,223.64,169.92,64-bit Windows 10 (10.0.19041),32768,4198,31909,"1,000 GB SHGP31-1000GM-2",isg0704
Fire Strike,1.1,11315,52.63,5004,8,14,Intel,26397,Core i7-10700K Processor,FCLGA1200,83.8,83.8,125,September 26 2020,NVIDIA GeForce RTX 3080,1990,1188,60,2025,1,Approved ,27.21.14.5638,1188,44591,"Asustek Computer, Inc.",10240,223.09,171.43,64-bit Windows 10 (10.0.19041),16384,4100,31908,512 GB SAMSUNG MZVLB512HBJQ-00000,DarkAlice1492
Fire Strike,1.1,11587,53.9,5002,8,14,Intel,26258,Core i7-10700K Processor,FCLGA1200,83.36,83.36,125,September 29 2020,NVIDIA GeForce RTX 3080,1959,1213,68,2040,1,Approved ,27.21.14.5655,1213,44127,ZOTAC,10240,220.11,170.04,64-bit Windows 10 (10.0.19041),16384,4398,31908,512 GB SAMSUNG MZVLB512HAJQ-00000,Abcefz
Fire Strike,1.1,11563,53.79,5002,8,14,Intel,26177,Core i7-10700KF Processor,FCLGA1200,83.1,83.1,125,September 27 2020,NVIDIA GeForce RTX 3080,1943,1188,55,2010,1,Approved ,27.21.14.5638,1188,44217,"Micro-Star International Co ., Ltd.",10240,220.42,170.46,64-bit Windows 10 (10.0.19041),32768,4000,31907,"2,048 GB Samsung SSD 960 PRO 2TB",erikham
Fire Strike,1.1,11845,55.09,5002,8,14,Intel,26821,Core i7-10700K Processor,FCLGA1200,85.15,85.15,125,September 23 2020,NVIDIA GeForce RTX 3080,1925,1188,63,2025,1,Approved ,27.21.14.5638,1188,43332,NVidia Corporation,10240,215.18,167.55,64-bit Windows 10 (10.0.19041),32768,3600,31904,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",AbsoluteHero
Fire Strike,1.1,11122,51.73,5004,8,14,Intel,26922,Core i9-9900K Processor,FCLGA1151,85.47,85.47,95,September 23 2020,NVIDIA GeForce RTX 3080,1968,1213,65,2040,1,Approved ,27.21.14.5638,1213,44692,NVidia Corporation,10240,224.41,171.34,64-bit Windows 10 (10.0.19041),16384,4300,31903,960 GB Force MP510,SseuBaek
Fire Strike,1.1,11130,51.77,5002,8,14,Intel,26117,Core i9-9900KF Processor,FCLGA1151,82.91,82.91,95,September 24 2020,NVIDIA GeForce RTX 3080,2013,1250,51,2100,1,Approved ,27.21.14.5638,1250,45130,Palit Microsystems Ltd.,10240,225.01,173.96,64-bit Windows 10 (10.0.18362),16384,3500,31901,512 GB Vi550 S3 SSD,shtlsrur1-2
Fire Strike,1.1,11028,51.29,5002,10,14,Intel,27975,Core i9-10900K Processor,FCLGA1200,88.81,88.81,125,September 26 2020,NVIDIA GeForce RTX 3080,2074,1282,50,2115,1,Approved ,27.21.14.5638,1282,44334,"Micro-Star International Co ., Ltd.",10240,219.02,172.12,64-bit Windows 10 (10.0.19041),32768,3600,31901,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",sddlsxo1
Fire Strike,1.1,12598,58.6,4624,16,7,AMD,32046,Ryzen 9 3950X,AM4,101.73,101.73,105,September 19 2020,NVIDIA GeForce RTX 3080,1961,1187,59,2040,1,Approved ,27.21.14.5638,1188,40040,Palit Microsystems Ltd.,10240,191.81,159.37,64-bit Windows 10 (10.0.19041),16384,2666,31898,"2,000 GB Sabrent Rocket 4.0 2TB",N/A
Fire Strike,1.1,11695,54.4,5103,8,14,Intel,25640,Core i9-9900K Processor,FCLGA1151,81.4,81.4,95,September 18 2020,NVIDIA GeForce RTX 3080,1973,1188,64,2025,1,Approved ,27.21.14.5638,1188,44250,"Giga-Byte Technology Co., Ltd.",10240,221.1,170.28,64-bit Windows 10 (10.0.19041),16384,4266,31897,500 GB WDS500G3X0C-00SJG0,haudoncho
Fire Strike,1.1,11572,53.83,4802,8,14,Intel,24259,Core i9-9900K Processor,FCLGA1151,77.01,77.01,95,September 20 2020,NVIDIA GeForce RTX 3080,1981,1264,55,2025,1,Approved ,27.21.14.5638,1264,45382,"Giga-Byte Technology Co., Ltd.",10240,226.99,174.5,64-bit Windows 10 (10.0.19041),16384,4266,31896,500 GB WDS500G3X0C-00SJG0,haudoncho
Fire Strike,1.1,12383,57.6,5002,8,14,Intel,20578,Core i7-9700K Processor,FCLGA1151,65.33,65.33,95,September 29 2020,NVIDIA GeForce RTX 3080,2085,1328,43,2145,1,Approved ,27.21.14.5655,1328,46916,"Micro-Star International Co ., Ltd.",10240,235.62,179.83,64-bit Windows 10 (10.0.19041),16384,4398,31896,512 GB Samsung SSD 970 PRO 512GB,hyuk3173
Fire Strike,1.1,11799,54.88,5002,8,14,Intel,26369,Core i7-10700K Processor,FCLGA1200,83.71,83.71,125,September 24 2020,NVIDIA GeForce RTX 3080,1916,1188,51,1935,1,Approved ,27.21.14.5638,1188,43632,"Asustek Computer, Inc.",10240,218.86,167.41,64-bit Windows 10 (10.0.19041),32768,3598,31894,250 GB Samsung SSD 970 EVO 250GB,안다미로
Fire Strike,1.1,11060,51.44,5002,10,14,Intel,30085,Core i9-10900K Processor,FCLGA1200,95.51,95.51,125,September 30 2020,NVIDIA GeForce RTX 3080,1971,1188,56,2010,1,Approved ,27.21.14.5655,1188,43288,"Micro-Star International Co ., Ltd.",10240,215.33,167.15,64-bit Windows 10 (10.0.19041),32768,4000,31894,512 GB Samsung SSD 970 PRO 512GB,Gloomy1101
Fire Strike,1.1,11592,53.92,5004,8,14,Intel,25581,Core i9-9900K Processor,FCLGA1151,81.21,81.21,95,September 25 2020,NVIDIA GeForce RTX 3080,1979,1213,71,2085,1,Approved ,27.21.14.5638,1213,44472,EVGA Corporation,10240,222.02,171.26,64-bit Windows 10 (10.0.18363),16384,4200,31892,512 GB Samsung SSD 970 PRO 512GB,dlqlaldl
Fire Strike,1.1,11530,53.63,5002,8,14,Intel,26286,Core i7-10700KF Processor,FCLGA1200,83.45,83.45,125,September 28 2020,NVIDIA GeForce RTX 3080,1949,1188,53,2010,1,Approved ,27.21.14.5655,1188,44175,"Micro-Star International Co ., Ltd.",10240,220.06,170.39,64-bit Windows 10 (10.0.19041),32768,4000,31890,"2,048 GB Samsung SSD 960 PRO 2TB",erikham
Fire Strike,1.1,11325,52.68,4804,8,14,Intel,24039,Core i9-9900K Processor,FCLGA1151,76.32,76.32,95,September 29 2020,NVIDIA GeForce RTX 3080,2056,1263,58,2130,1,Approved ,27.21.14.5655,1263,46044,"Asustek Computer, Inc.",10240,230.01,177.22,64-bit Windows 10 (10.0.19041),16384,4000,31889,512 GB Samsung SSD 970 PRO 512GB,vantagecyk
Fire Strike,1.1,11739,54.6,5002,10,14,Intel,26266,Core i9-10900K Processor,FCLGA1200,83.38,83.38,125,September 30 2020,NVIDIA GeForce RTX 3080,1960,1188,60,1995,1,Approved ,27.21.14.5655,1188,43775,"Micro-Star International Co ., Ltd.",10240,218.84,168.39,64-bit Windows 10 (10.0.19041),32768,3998,31885,512 GB Samsung SSD 970 PRO 512GB,Gloomy1101
Fire Strike,1.1,12042,56.01,5304,8,14,Intel,26524,Core i9-9900KS Processor,FCLGA1151,84.2,84.2,127,September 29 2020,NVIDIA GeForce RTX 3080,1948,1188,56,1965,1,Approved ,27.21.14.5655,1188,43091,"Asustek Computer, Inc.",10240,214.39,166.37,64-bit Windows 10 (10.0.18363),32768,4000,31883,500 GB Samsung SSD 970 EVO Plus 500GB,cjstkdhfkfl2
Fire Strike,1.1,10642,49.5,5002,10,14,Intel,30616,Core i9-10900K Processor,FCLGA1200,97.19,97.19,125,September 30 2020,NVIDIA GeForce RTX 3080,1964,1188,56,1995,1,Approved ,27.21.14.5655,1188,43941,"Micro-Star International Co ., Ltd.",10240,218.76,169.57,64-bit Windows 10 (10.0.19041),32768,4000,31883,512 GB Samsung SSD 970 PRO 512GB,Gloomy1101
Fire Strike,1.1,12402,57.68,5004,8,14,Intel,20478,Core i7-9700K Processor,FCLGA1151,65.01,65.01,95,September 29 2020,NVIDIA GeForce RTX 3080,2098,1300,43,2145,1,Approved ,27.21.14.5655,1300,46940,"Micro-Star International Co ., Ltd.",10240,234.38,180.73,64-bit Windows 10 (10.0.19041),16384,4400,31881,512 GB Samsung SSD 970 PRO 512GB,hyuk3173
Fire Strike,1.1,12405,57.7,5002,8,14,Intel,20320,Core i7-9700K Processor,FCLGA1151,64.51,64.51,95,September 30 2020,NVIDIA GeForce RTX 3080,2102,1325,38,2160,1,Approved ,27.21.14.5655,1325,47101,"Micro-Star International Co ., Ltd.",10240,235.24,181.32,64-bit Windows 10 (10.0.19041),16384,4400,31881,512 GB Samsung SSD 970 PRO 512GB,hyuk3173
Fire Strike,1.1,12038,55.99,5004,8,14,Intel,26163,Core i9-9900K Processor,FCLGA1151,83.06,83.06,95,September 30 2020,NVIDIA GeForce RTX 3080,1981,1188,65,2040,1,Approved ,27.21.14.5655,1188,43284,NVidia Corporation,10240,216.91,166.19,64-bit Windows 10 (10.0.18363),16384,3998,31879,"1,000 GB WDS100T2X0C-00L350",psmin1983b
Fire Strike,1.1,11380,52.93,5027,8,14,Intel,25201,Core i9-9900KF Processor,FCLGA1151,80.0,80.0,95,September 20 2020,NVIDIA GeForce RTX 3080,2031,1207,59,2085,1,Approved ,27.21.14.5638,1207,45095,"Giga-Byte Technology Co., Ltd.",10240,226.18,173.03,64-bit Windows 10 (10.0.17763),65536,3014,31876,"1,000 GB MKNSSDSR1TB",Wookie-7104
Fire Strike,1.1,11062,51.45,4301,12,7,AMD,30442,Ryzen 9 3900X,AM4,96.64,96.64,105,September 28 2020,NVIDIA GeForce RTX 3080,2069,1313,49,2100,1,Approved ,27.21.14.5655,1313,43090,NVidia Corporation,10240,214.21,166.48,64-bit Windows 10 (10.0.19041),32768,3732,31874,500 GB GIGABYTE GP-ASM2NE6500GTTD,HaloGod2012
Fire Strike,1.1,11594,53.93,5004,8,14,Intel,25742,Core i7-10700K Processor,FCLGA1200,81.72,81.72,125,September 29 2020,NVIDIA GeForce RTX 3080,1981,1200,57,2040,1,Approved ,27.21.14.5655,1200,44324,"Asustek Computer, Inc.",10240,220.55,171.12,64-bit Windows 10 (10.0.19041),16384,4398,31874,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",G.O.M
Fire Strike,1.1,12393,57.65,5002,8,14,Intel,20463,Core i7-9700K Processor,FCLGA1151,64.96,64.96,95,September 29 2020,NVIDIA GeForce RTX 3080,2091,1307,42,2145,1,Approved ,27.21.14.5655,1307,46948,"Micro-Star International Co ., Ltd.",10240,234.56,180.68,64-bit Windows 10 (10.0.19041),16384,4400,31873,512 GB Samsung SSD 970 PRO 512GB,hyuk3173
Fire Strike,1.1,10159,47.25,5002,10,14,Intel,30050,Core i9-10900KF Processor,FCLGA1200,95.4,95.4,125,September 20 2020,NVIDIA GeForce RTX 3080,2002,1288,55,2100,1,Approved ,27.21.14.5638,1288,45342,"Asustek Computer, Inc.",10240,225.35,175.21,64-bit Windows 10 (10.0.19041),16384,4198,31871,512 GB SAMSUNG MZVLB512HBJQ-00000,0209kwon
Fire Strike,1.1,9877,45.94,4902,10,14,Intel,29753,Core i9-10900KF Processor,FCLGA1200,94.46,94.46,125,September 23 2020,NVIDIA GeForce RTX 3080,2044,1244,42,2115,1,Approved ,27.21.14.5638,1244,46268,"Micro-Star International Co ., Ltd.",10240,230.56,178.42,64-bit Windows 10 (10.0.19041),32768,4000,31871,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Ustinel
Fire Strike,1.1,11468,53.34,4802,8,14,Intel,23976,Core i9-9900K Processor,FCLGA1151,76.12,76.12,95,September 25 2020,NVIDIA GeForce RTX 3080,2022,1288,49,2055,1,Approved ,27.21.14.5638,1288,45730,"Asustek Computer, Inc.",10240,229.27,175.52,64-bit Windows 10 (10.0.19041),16384,3998,31870,512 GB Samsung SSD 970 PRO 512GB,vantagecyk
Fire Strike,1.1,11741,54.61,5002,8,14,Intel,26744,Core i9-9900KF Processor,FCLGA1151,84.9,84.9,95,September 26 2020,NVIDIA GeForce RTX 3080,1914,1250,69,1995,1,Approved ,27.21.14.5638,1250,43476,ZOTAC,10240,217.29,167.27,64-bit Windows 10 (10.0.19041),16384,4000,31870,500 GB Samsung SSD 970 EVO Plus 500GB,@ SPIKE @
Fire Strike,1.1,13853,64.43,4549,16,7,AMD,32061,Ryzen 9 3950X,AM4,101.78,101.78,105,September 19 2020,NVIDIA GeForce RTX 3080,1901,1188,61,1935,1,Approved ,27.21.14.5638,1188,38495,NVidia Corporation,10240,184.07,153.45,64-bit Windows 10 (10.0.19041),32768,3598,31867,"1,024 GB ADATA SX8200PNP",soldat11
Fire Strike,1.1,11367,52.87,4804,8,14,Intel,24045,Core i9-9900K Processor,FCLGA1151,76.33,76.33,95,September 29 2020,NVIDIA GeForce RTX 3080,2047,1313,58,2130,1,Approved ,27.21.14.5655,1313,45882,"Asustek Computer, Inc.",10240,229.41,176.47,64-bit Windows 10 (10.0.19041),16384,4000,31865,512 GB Samsung SSD 970 PRO 512GB,vantagecyk
Fire Strike,1.1,11086,51.57,5103,8,14,Intel,26255,Core i7-10700K Processor,FCLGA1200,83.35,83.35,125,September 22 2020,NVIDIA GeForce RTX 3080,2013,1313,64,2085,1,Approved ,27.21.14.5638,1313,45047,"Micro-Star International Co ., Ltd.",10240,224.65,173.61,64-bit Windows 10 (10.0.19041),16384,3198,31864,250 GB Samsung SSD 850 EVO 250GB,Taubenstein
Fire Strike,1.1,11478,53.39,4990,8,14,Intel,25113,Core i9-9900KS Processor,FCLGA1151,79.72,79.72,127,September 25 2020,NVIDIA GeForce RTX 3080,2031,1188,56,2070,1,Approved ,27.21.14.5638,1188,44914,"Asustek Computer, Inc.",10240,220.33,175.35,64-bit Windows 10 (10.0.19041),16384,4390,31863,"1,024 GB ADATA SX8200PNP",osnet0
Fire Strike,1.1,11084,51.56,5303,10,14,Intel,30077,Core i9-10900K Processor,FCLGA1200,95.48,95.48,125,September 28 2020,NVIDIA GeForce RTX 3080,1999,1275,63,2115,1,Approved ,27.21.14.5655,1275,43167,NVidia Corporation,10240,212.73,167.92,64-bit Windows 10 (10.0.18363),32768,3864,31863,"1,024 GB Samsung SSD 970 PRO 1TB",finallab8801
Fire Strike,1.1,11664,54.25,5002,8,14,Intel,25087,Core i7-10700K Processor,FCLGA1200,79.64,79.64,125,September 25 2020,NVIDIA GeForce RTX 3080,1980,1188,58,2010,1,Approved ,27.21.14.5638,1188,44555,"Micro-Star International Co ., Ltd.",10240,223.8,170.76,64-bit Windows 10 (10.0.19041),32768,4196,31861,"1,000 GB SHGP31-1000GM-2",isg0704
Fire Strike,1.1,11490,53.45,5002,8,14,Intel,26969,Core i7-10700K Processor,FCLGA1200,85.62,85.62,125,September 21 2020,NVIDIA GeForce RTX 3080,1959,1188,60,2040,1,Approved ,27.21.14.5638,1188,43803,Palit Microsystems Ltd.,10240,218.39,168.85,64-bit Windows 10 (10.0.19041),16384,4600,31860,500 GB Samsung SSD 970 EVO Plus 500GB,LiOH
Fire Strike,1.1,11625,54.07,5002,8,14,Intel,25815,Core i7-10700K Processor,FCLGA1200,81.95,81.95,125,September 23 2020,NVIDIA GeForce RTX 3080,1963,1188,55,2040,1,Approved ,27.21.14.5638,1188,44182,NVidia Corporation,10240,219.45,170.8,64-bit Windows 10 (10.0.19041),16384,4400,31859,256 GB Samsung SSD 860 PRO 256GB,wutang_shaolin
Fire Strike,1.1,10991,51.12,5304,8,14,Intel,27891,Core i9-9900K Processor,FCLGA1151,88.54,88.54,95,September 27 2020,NVIDIA GeForce RTX 3080,2005,1313,60,2055,1,Approved ,27.21.14.5638,1313,44350,"Asustek Computer, Inc.",10240,220.94,171.07,64-bit Windows 10 (10.0.19041),16384,4000,31859,250 GB Samsung SSD 970 EVO 250GB,Zori86
Fire Strike,1.1,11057,51.43,4892,8,14,Intel,25380,Core i9-9900K Processor,FCLGA1151,80.57,80.57,95,September 28 2020,NVIDIA GeForce RTX 3080,2033,1188,53,2055,1,Approved ,27.21.14.5638,1188,45637,EVGA Corporation,10240,230.84,173.99,64-bit Windows 10 (10.0.19041),16384,2394,31859,"1,024 GB BIOSTAR S120-1TB",kyjhiphop
Fire Strike,1.1,11360,52.84,4804,8,14,Intel,23854,Core i9-9900K Processor,FCLGA1151,75.73,75.73,95,September 29 2020,NVIDIA GeForce RTX 3080,2060,1313,57,2145,1,Approved ,27.21.14.5655,1313,46011,"Asustek Computer, Inc.",10240,230.32,176.81,64-bit Windows 10 (10.0.19041),16384,4000,31855,512 GB Samsung SSD 970 PRO 512GB,vantagecyk
Fire Strike,1.1,11720,54.51,4902,8,14,Intel,25714,Core i7-10700K Processor,FCLGA1200,81.63,81.63,125,September 20 2020,NVIDIA GeForce RTX 3080,1970,1188,55,2070,1,Approved ,27.21.14.5638,1188,44048,Palit Microsystems Ltd.,10240,219.31,169.97,64-bit Windows 10 (10.0.19041),16384,4202,31854,"1,000 GB Seagate BarraCuda SSD ZA1000CM10002",yooonkeunho
Fire Strike,1.1,10740,49.96,5002,10,14,Intel,30013,Core i9-10900K Processor,FCLGA1200,95.28,95.28,125,September 25 2020,NVIDIA GeForce RTX 3080,1937,1175,59,1980,1,Approved ,27.21.14.5638,1188,43890,"Asustek Computer, Inc.",10240,219.46,168.8,64-bit Windows 10 (10.0.19041),16384,4498,31850,256 GB SAMSUNG MZVLB256HBHQ-00000,Show and Prove
Fire Strike,1.1,11350,52.79,4904,8,14,Intel,24892,Core i9-9900K Processor,FCLGA1151,79.02,79.02,95,September 26 2020,NVIDIA GeForce RTX 3080,1998,1188,59,2025,1,Approved ,27.21.14.5638,1188,45290,"Micro-Star International Co ., Ltd.",10240,228.59,172.95,64-bit Windows 10 (10.0.19041),16384,4266,31850,256 GB SAMSUNG MZVLW256HEHP-000,도스뇌광충
Fire Strike,1.1,11564,53.79,5002,8,14,Intel,26837,Core i9-9900KF Processor,FCLGA1151,85.2,85.2,95,September 26 2020,NVIDIA GeForce RTX 3080,1970,1263,58,2010,1,Approved ,27.21.14.5638,1263,43703,ZOTAC,10240,218.72,167.97,64-bit Windows 10 (10.0.19041),16384,4000,31849,500 GB Samsung SSD 970 EVO Plus 500GB,@ SPIKE @
Fire Strike,1.1,9680,45.02,5308,10,14,Intel,32228,Core i9-10900K Processor,FCLGA1200,102.31,102.31,125,September 29 2020,NVIDIA GeForce RTX 3080,2043,1304,40,2130,1,Approved ,27.21.14.5655,1304,45696,"Asustek Computer, Inc.",10240,227.37,176.42,64-bit Windows 10 (10.0.19041),16384,4404,31849,"1,024 GB ADATA SX8200PNP",raufzero
Fire Strike,1.1,11137,51.8,4902,8,14,Intel,25319,Core i9-9900K Processor,FCLGA1151,80.38,80.38,95,September 26 2020,NVIDIA GeForce RTX 3080,2012,1182,59,2040,1,Approved ,27.21.14.5638,1188,45458,"Micro-Star International Co ., Ltd.",10240,229.19,173.73,64-bit Windows 10 (10.0.19041),16384,4266,31844,256 GB SAMSUNG MZVLW256HEHP-000,도스뇌광충
Fire Strike,1.1,10317,47.99,4902,10,14,Intel,29352,Core i9-10900K Processor,FCLGA1200,93.18,93.18,125,September 30 2020,NVIDIA GeForce RTX 3080,2063,1300,50,2115,1,Approved ,27.21.14.5655,1300,45177,"Asustek Computer, Inc.",10240,224.21,174.76,64-bit Windows 10 (10.0.19041),32768,3998,31842,"1,000 GB Samsung SSD 970 EVO Plus 1TB",game0416
Fire Strike,1.1,12216,56.82,5002,8,14,Intel,20690,Core i7-10700K Processor,FCLGA1200,65.68,65.68,125,September 30 2020,NVIDIA GeForce RTX 3080,2077,1335,44,2130,1,Approved ,27.21.14.5655,1335,46968,EVGA Corporation,10240,234.18,181.04,64-bit Windows 10 (10.0.18363),16384,4398,31842,"1,024 GB XPG GAMMIX S11 Pro",bgm_37
Fire Strike,1.1,11824,55.0,5002,8,14,Intel,24933,Core i7-10700K Processor,FCLGA1200,79.16,79.16,125,September 25 2020,NVIDIA GeForce RTX 3080,1968,1188,47,2010,1,Approved ,27.21.14.5638,1188,44291,"Micro-Star International Co ., Ltd.",10240,222.62,169.67,64-bit Windows 10 (10.0.19041),32768,4200,31840,"1,000 GB SHGP31-1000GM-2",isg0704
Fire Strike,1.1,11280,52.47,5203,8,14,Intel,25519,Core i9-9900K Processor,FCLGA1151,81.01,81.01,95,September 22 2020,NVIDIA GeForce RTX 3080,2001,1263,50,2040,1,Approved ,27.21.14.5638,1263,45000,"Micro-Star International Co ., Ltd.",10240,225.32,172.89,64-bit Windows 10 (10.0.18363),32768,3200,31837,256 GB OCZ-VERTEX4,ANDREW
Fire Strike,1.1,12192,56.71,4391,8,7,AMD,24066,Ryzen 7 3700X,AM4,76.4,76.4,65,September 30 2020,NVIDIA GeForce RTX 3080,2088,1313,58,2130,1,Approved ,27.21.14.5655,1313,44184,"Micro-Star International Co ., Ltd.",10240,220.89,169.96,64-bit Windows 10 (10.0.19041),32768,3592,31837,"1,000 GB CT1000MX500SSD1",lkm2018
Fire Strike,1.1,13512,62.85,4599,16,7,AMD,30691,Ryzen 9 3950X,AM4,97.43,97.43,105,September 20 2020,NVIDIA GeForce RTX 3080,1980,1188,63,2010,1,Approved ,27.21.14.5638,1188,39222,Palit Microsystems Ltd.,10240,183.85,159.01,64-bit Windows 10 (10.0.18362),32768,2132,31836,"1,000 GB WDS100T3X0C-00SJG0",maier98-2
Fire Strike,1.1,10686,49.71,5002,10,14,Intel,30484,Core i9-10900K Processor,FCLGA1200,96.78,96.78,125,September 27 2020,NVIDIA GeForce RTX 3080,1952,1188,50,2025,1,Approved ,27.21.14.5638,1188,43777,"Micro-Star International Co ., Ltd.",10240,216.91,169.56,64-bit Windows 10 (10.0.19041),32768,3998,31836,"2,048 GB Samsung SSD 960 PRO 2TB",erikham
Fire Strike,1.1,10683,49.69,5002,10,14,Intel,30008,Core i9-10900KF Processor,FCLGA1200,95.26,95.26,125,September 28 2020,NVIDIA GeForce RTX 3080,1946,1188,46,1980,1,Approved ,27.21.14.5638,1188,43980,"Micro-Star International Co ., Ltd.",10240,220.25,168.95,64-bit Windows 10 (10.0.19041),16384,4400,31834,"1,024 GB ADATA SX8200PNP",TOWA ERIO
Fire Strike,1.1,10196,47.43,5308,10,14,Intel,32123,Core i9-10900K Processor,FCLGA1200,101.98,101.98,125,September 28 2020,NVIDIA GeForce RTX 3080,2003,1300,41,2085,1,Approved ,27.21.14.5655,1300,44284,"Asustek Computer, Inc.",10240,218.37,172.18,64-bit Windows 10 (10.0.19041),16384,4402,31833,"1,024 GB ADATA SX8200PNP",raufzero
Fire Strike,1.1,10985,51.09,5002,8,14,Intel,24603,Core i9-9900K Processor,FCLGA1151,78.11,78.11,95,September 26 2020,NVIDIA GeForce RTX 3080,2069,1188,49,2115,1,Approved ,27.21.14.5638,1188,46250,"Asustek Computer, Inc.",10240,231.38,177.81,64-bit Windows 10 (10.0.19041),32768,3864,31830,250 GB NVMe Samsung SSD 960 SCSI Disk Device,il benno
Fire Strike,1.1,12333,57.37,5004,8,14,Intel,20241,Core i7-9700K Processor,FCLGA1151,64.26,64.26,95,September 30 2020,NVIDIA GeForce RTX 3080,2100,1328,38,2145,1,Approved ,27.21.14.5655,1328,47170,"Micro-Star International Co ., Ltd.",10240,236.21,181.21,64-bit Windows 10 (10.0.19041),16384,4400,31827,512 GB Samsung SSD 970 PRO 512GB,hyuk3173
Fire Strike,1.1,10532,48.99,5004,10,14,Intel,30432,Core i9-10900KF Processor,FCLGA1200,96.61,96.61,125,September 26 2020,NVIDIA GeForce RTX 3080,1974,1188,57,2010,1,Approved ,27.21.14.5638,1188,44126,"Asustek Computer, Inc.",10240,219.88,170.17,64-bit Windows 10 (10.0.19041),16384,4200,31826,512 GB SAMSUNG MZVLB512HBJQ-00000,0209kwon
Fire Strike,1.1,11019,51.25,5103,10,14,Intel,30259,Core i9-10900K Processor,FCLGA1200,96.06,96.06,125,September 20 2020,NVIDIA GeForce RTX 3080,2000,1188,54,2040,1,Approved ,27.21.14.5638,1188,43130,ZOTAC,10240,213.96,166.9,64-bit Windows 10 (10.0.19041),32768,3800,31825,"1,000 GB Samsung SSD 970 EVO Plus 1TB",asssasin
Fire Strike,1.1,10353,48.15,5002,10,14,Intel,26572,Core i9-10900K Processor,FCLGA1200,84.36,84.36,125,September 29 2020,NVIDIA GeForce RTX 3080,2049,1301,48,2115,1,Approved ,27.21.14.5655,1301,46530,"Asustek Computer, Inc.",10240,231.86,179.43,64-bit Windows 10 (10.0.19041),16384,4498,31824,256 GB SAMSUNG MZVLB256HBHQ-00000,Show and Prove
Fire Strike,1.1,11138,51.81,4892,8,14,Intel,25662,Core i9-9900K Processor,FCLGA1151,81.47,81.47,95,September 28 2020,NVIDIA GeForce RTX 3080,2010,1188,64,2040,1,Approved ,27.21.14.5638,1188,45182,EVGA Corporation,10240,228.06,172.53,64-bit Windows 10 (10.0.19041),16384,2394,31823,"1,024 GB BIOSTAR S120-1TB",kyjhiphop
